Fname,Lname,Position,team,GP,G,A,P,PPG,PIM,Success,season,Standing
Reima,Raitanen,1,Lukko U16,28,8,17,25,0.89,6,0,2011-2012,6.0
Aleksi,Niemi,1,Ilves U16,30,14,10,24,0.80,16,0,2011-2012,3.0
Joni,Tuominen,1,Ilves U16,24,9,14,23,0.96,6,0,2011-2012,3.0
Olli,Hämäläinen,1,Kärpät U16,28,7,15,22,0.79,44,0,2011-2012,2.0
Samu,Tuomisto,1,Jokerit U16,26,5,17,22,0.85,6,0,2011-2012,4.0
Roope,Yrjänen,1,HPK U16,29,9,12,21,0.72,12,0,2011-2012,9.0
Niki,Blomberg,0,KooKoo U16,29,9,12,21,0.72,38,0,2011-2012,10.0
Jaakko,Seeste,1,Blues U16,21,8,13,21,1.00,10,0,2011-2012,1.0
Tuomo,Hankaniemi,1,SaiPa U16,29,12,7,19,0.66,49,0,2011-2012,8.0
Sampo,Paulaharju,1,Jokerit U16,25,11,8,19,0.76,8,0,2011-2012,4.0
Olli,Jalkanen,1,JYP U16,27,7,12,19,0.70,26,0,2011-2012,7.0
Eelis,Tammenoja,1,JYP U16,25,8,10,18,0.72,12,0,2011-2012,7.0
Niko,Peltonen,1,Lukko U16,28,8,10,18,0.64,22,0,2011-2012,6.0
Niko,Lahtinen,1,HPK U16,27,6,12,18,0.67,22,0,2011-2012,9.0
Joonas,Iltanen,1,Ilves U16,29,5,13,18,0.62,4,0,2011-2012,3.0
Atte-Aleksi,Narsakka,0,JYP U16,25,11,6,17,0.68,14,0,2011-2012,7.0
Tuomas,Lager,1,Blues U16,28,6,11,17,0.61,6,0,2011-2012,1.0
Aleksi,Saarinen,0,Lukko U16,28,6,11,17,0.61,65,0,2011-2012,6.0
Perttu,Lesch,1,Jokerit U16,30,10,6,16,0.53,6,0,2011-2012,4.0
Santeri,Suikkanen,1,SaiPa U16,29,7,9,16,0.55,18,0,2011-2012,8.0
Anton,Mäkelä,1,KooKoo U16,23,5,11,16,0.70,12,0,2011-2012,10.0
Ville,Sorsa,1,Kärpät U16,27,4,12,16,0.59,53,0,2011-2012,2.0
Olli,Saarijärvi,1,Tappara U16,26,3,13,16,0.62,22,0,2011-2012,5.0
Juho,Suominen,1,Lukko U16,18,6,9,15,0.83,14,0,2011-2012,6.0
Henry,Arminen,1,Tappara U16,26,4,11,15,0.58,6,0,2011-2012,5.0
Atte,Mykkänen,1,KooKoo U16,29,9,5,14,0.48,20,0,2011-2012,10.0
Aleksi,Poikola,1,Blues U16,27,7,7,14,0.52,6,0,2011-2012,1.0
Panu,Linna,1,JYP U16,28,7,7,14,0.50,8,0,2011-2012,7.0
Pietari,Koskelainen,1,KooKoo U16,14,6,8,14,1.00,18,0,2011-2012,10.0
Ville,Nieminen,1,Ilves U16,24,6,8,14,0.58,22,0,2011-2012,3.0
Henri,Toimela,1,KooKoo U16,30,6,8,14,0.47,14,0,2011-2012,10.0
Otto,Rehelmä,1,Lukko U16,19,4,10,14,0.74,2,0,2011-2012,6.0
Arttu,Karukka,0,Tappara U16,24,4,10,14,0.58,26,0,2011-2012,5.0
Juho,Painilainen,1,Ilves U16,25,4,10,14,0.56,6,0,2011-2012,3.0
Jyri,Waajakoski,1,HPK U16,30,8,5,13,0.43,28,0,2011-2012,9.0
Kalle,Tervo,0,Blues U16,21,3,10,13,0.62,58,0,2011-2012,1.0
Joni,Kakko,1,Tappara U16,17,2,11,13,0.77,24,0,2011-2012,5.0
Miro,Pietilä,1,Ilves U16,25,5,7,12,0.48,4,0,2011-2012,3.0
Samu,Suominen,0,Kärpät U16,25,2,10,12,0.48,38,0,2011-2012,2.0
Jami,Pentinlehto,0,Tappara U16,29,4,7,11,0.38,4,0,2011-2012,5.0
Niklas,Kokkila,0,Kärpät U16,29,4,7,11,0.38,32,0,2011-2012,2.0
Atte,Niskanen,0,HPK U16,30,3,8,11,0.37,26,0,2011-2012,9.0
Miska,Lamberg,1,JYP U16,19,2,9,11,0.58,4,0,2011-2012,7.0
Johannes,Vänttinen,1,Jokerit U16,24,6,4,10,0.42,24,0,2011-2012,4.0
Patrik,Mallenius,1,Jokerit U16,25,5,5,10,0.40,10,0,2011-2012,4.0
Tuomas,Laine,1,Tappara U16,27,5,5,10,0.37,16,0,2011-2012,5.0
Niklas,Vornanen,0,Blues U16,28,3,7,10,0.36,30,0,2011-2012,1.0
Joni,Pakkanen,1,SaiPa U16,30,3,7,10,0.33,4,0,2011-2012,8.0
Atte,Töyry,0,JYP U16,21,2,8,10,0.48,18,0,2011-2012,7.0
Perttu,Poutiainen,0,JYP U16,29,2,8,10,0.35,10,0,2011-2012,7.0
Mika,Riippa,0,Jokerit U16,26,1,9,10,0.39,12,0,2011-2012,4.0
Tuukka,Haapsaari,1,HPK U16,30,4,5,9,0.30,10,0,2011-2012,9.0
Niklas,Skutnabb,1,Jokerit U16,30,3,6,9,0.30,4,0,2011-2012,4.0
Jaakko,Hälli,0,Tappara U16,11,2,7,9,0.82,16,0,2011-2012,5.0
Anton,Nyyssönen,0,Blues U16,26,2,7,9,0.35,47,0,2011-2012,1.0
Aapo,Laurikainen,0,JYP U16,22,1,8,9,0.41,24,0,2011-2012,7.0
Eetu,Salonen,1,Lukko U16,24,5,3,8,0.33,26,0,2011-2012,6.0
Santtu,Toivola,1,SaiPa U16,29,5,3,8,0.28,22,0,2011-2012,8.0
Atte,Virtanen,1,Jokerit U16,27,4,4,8,0.30,0,0,2011-2012,4.0
Jalmari,Salila,1,JYP U16,21,3,5,8,0.38,14,0,2011-2012,7.0
Aleksi,Sinkkonen,1,KooKoo U16,19,1,7,8,0.42,0,0,2011-2012,10.0
Oscar,Holmqvist,0,Blues U16,20,1,7,8,0.40,22,0,2011-2012,1.0
Jere,Peltomäki,0,Ilves U16,25,1,7,8,0.32,14,0,2011-2012,3.0
Teemu,Koivisto,1,Kärpät U16,21,5,2,7,0.33,10,0,2011-2012,2.0
Tomi,Keijonen,0,SaiPa U16,21,4,3,7,0.33,34,0,2011-2012,8.0
Toni,Lampo,1,Tappara U16,23,4,3,7,0.30,37,0,2011-2012,5.0
Lauri,Mattila,0,Lukko U16,25,4,3,7,0.28,29,0,2011-2012,6.0
Andy,Biorac,1,Blues U16,19,2,5,7,0.37,8,0,2011-2012,1.0
Kimi,Leppävuori,0,Jokerit U16,29,2,5,7,0.24,20,0,2011-2012,4.0
Joel,Lehtonen,0,HPK U16,30,2,5,7,0.23,12,0,2011-2012,9.0
Robin,Ullberg,0,Jokerit U16,10,1,6,7,0.70,0,0,2011-2012,4.0
William,Kangasniemi,1,JYP U16,25,1,6,7,0.28,12,0,2011-2012,7.0
Eetu,Huotari,0,Jokerit U16,27,0,7,7,0.26,10,0,2011-2012,4.0
Joona,Tala,0,Lukko U16,30,0,7,7,0.23,26,0,2011-2012,6.0
Valtteri,Niemi,1,SaiPa U16,15,3,3,6,0.40,8,0,2011-2012,8.0
Niko,Heikkilä,1,Jokerit U16,13,2,4,6,0.46,0,0,2011-2012,4.0
Valtteri,Virtanen,1,Ilves U16,17,2,4,6,0.35,12,0,2011-2012,3.0
Valtteri,Holappa,0,Kärpät U16,22,2,4,6,0.27,16,0,2011-2012,2.0
Niklas,Murto,0,Lukko U16,24,2,4,6,0.25,97,0,2011-2012,6.0
Jere,Huuhka,0,JYP U16,19,1,5,6,0.32,16,0,2011-2012,7.0
Aleksi,Löytynoja,0,HPK U16,27,1,5,6,0.22,10,0,2011-2012,9.0
Joonas,Karjalainen,0,Kärpät U16,28,1,5,6,0.21,22,0,2011-2012,2.0
Jesse,Sipiläinen,0,KooKoo U16,30,0,6,6,0.20,18,0,2011-2012,10.0
Juho,Niemi,1,Kärpät U16,26,4,1,5,0.19,4,0,2011-2012,2.0
Emil,Hiiri,1,Blues U16,26,4,1,5,0.19,24,0,2011-2012,1.0
Mattias,Selinkoski,1,Lukko U16,28,3,2,5,0.18,8,0,2011-2012,6.0
Joel,Ojala,0,Jokerit U16,29,3,2,5,0.17,4,0,2011-2012,4.0
Joonas,Järvelä,0,Kärpät U16,29,3,2,5,0.17,10,0,2011-2012,2.0
Jiri,Ryyppö,0,JYP U16,13,2,3,5,0.39,8,0,2011-2012,7.0
Risto,Lindfors,0,Ilves U16,26,2,3,5,0.19,10,0,2011-2012,3.0
Miika,Suntinen,1,Ilves U16,19,1,4,5,0.26,26,0,2011-2012,3.0
Niko,Mäenpää,1,HPK U16,20,1,4,5,0.25,6,0,2011-2012,9.0
Marko,Reunanen,0,Ilves U16,21,1,4,5,0.24,6,0,2011-2012,3.0
Arttu,Hänninen,1,Kärpät U16,22,1,4,5,0.23,20,0,2011-2012,2.0
Otto,Saarimaa,0,Blues U16,22,0,5,5,0.23,4,0,2011-2012,1.0
Julius,Marva,0,Lukko U16,27,0,5,5,0.19,6,0,2011-2012,6.0
Matias,Palmunen,0,KooKoo U16,27,0,5,5,0.19,24,0,2011-2012,10.0
Kim,Sainiola,1,Tappara U16,18,2,2,4,0.22,0,0,2011-2012,5.0
Anton,Iiskola,1,Blues U16,11,1,3,4,0.36,4,0,2011-2012,1.0
Rene,Huhtala,0,Tappara U16,21,1,3,4,0.19,34,0,2011-2012,5.0
Tomi,Juntunen,0,KooKoo U16,26,1,3,4,0.15,10,0,2011-2012,10.0
Mikko,Hankaniemi,1,SaiPa U16,22,0,4,4,0.18,0,0,2011-2012,8.0
Mikael,Byman,0,Blues U16,27,0,4,4,0.15,16,0,2011-2012,1.0
Miikka,Hakala,1,SaiPa U16,29,0,4,4,0.14,53,0,2011-2012,8.0
Daniel,Mehtonen,0,Blues U16,20,3,0,3,0.15,2,0,2011-2012,1.0
Jesse,Wilska,0,SaiPa U16,26,2,1,3,0.12,59,0,2011-2012,8.0
Juho,Mäkelä,1,Lukko U16,6,1,2,3,0.50,2,0,2011-2012,6.0
Toni,Nieminen,1,Lukko U16,9,1,2,3,0.33,14,0,2011-2012,6.0
Aleksi,Kuronen,1,Jokerit U16,13,1,2,3,0.23,27,0,2011-2012,4.0
Lauri,Söderberg,0,Tappara U16,25,1,2,3,0.12,10,0,2011-2012,5.0
Olli,Nieminen,0,Ilves U16,27,1,2,3,0.11,16,0,2011-2012,3.0
Eerikki,Hattula,0,Lukko U16,28,1,2,3,0.11,16,0,2011-2012,6.0
Markus,Muikku,0,Tappara U16,25,0,3,3,0.12,2,0,2011-2012,5.0
Eemeli,Piippo,0,Kärpät U16,25,0,3,3,0.12,8,0,2011-2012,2.0
Viljami,Janhonen,0,JYP U16,28,0,3,3,0.11,4,0,2011-2012,7.0
Kalle,Hyvärinen,1,Kärpät U16,9,2,0,2,0.22,2,0,2011-2012,2.0
Jani,Pettinen,1,SaiPa U16,19,2,0,2,0.11,4,0,2011-2012,8.0
Toni,Ronkainen,0,JYP U16,11,1,1,2,0.18,0,0,2011-2012,7.0
Antti,Jormalainen,0,Jokerit U16,19,1,1,2,0.11,8,0,2011-2012,4.0
Joel,Joska,1,JYP U16,27,1,1,2,0.07,30,0,2011-2012,7.0
Aleksi,Hoivala,0,Jokerit U16,12,0,2,2,0.17,6,0,2011-2012,4.0
Roope,Anttonen,0,SaiPa U16,20,0,2,2,0.10,6,0,2011-2012,8.0
Iiro,Hänninen,0,HPK U16,20,0,2,2,0.10,8,0,2011-2012,9.0
Waltteri,Viitanen,1,Tappara U16,21,0,2,2,0.10,4,0,2011-2012,5.0
Juuso,Pynnönen,0,JYP U16,22,0,2,2,0.09,4,0,2011-2012,7.0
Mikko,Lahtinen,0,Lukko U16,25,0,2,2,0.08,4,0,2011-2012,6.0
Janne,Sihvonen,1,Lukko U16,4,1,0,1,0.25,0,0,2011-2012,6.0
Samuel,Laaksonen,1,KooKoo U16,7,1,0,1,0.14,0,0,2011-2012,10.0
Aleksi,Huotari,0,Ilves U16,9,1,0,1,0.11,2,0,2011-2012,3.0
Niklas,Sillanpää,0,Jokerit U16,12,1,0,1,0.08,2,0,2011-2012,4.0
Atte,Koskinen,1,JYP U16,16,1,0,1,0.06,33,0,2011-2012,7.0
Anton,Niittyaro,0,HPK U16,28,1,0,1,0.04,24,0,2011-2012,9.0
Arttu,Immonen,0,SaiPa U16,30,1,0,1,0.03,26,0,2011-2012,8.0
Aleksi,Ruusu,1,JYP U16,1,0,1,1,1.00,0,0,2011-2012,7.0
Valtteri,Suikkanen,0,SaiPa U16,1,0,1,1,1.00,0,0,2011-2012,8.0
Teemu,Hannula,1,Lukko U16,3,0,1,1,0.33,0,0,2011-2012,6.0
Lauri,Volanen,0,KooKoo U16,5,0,1,1,0.20,4,0,2011-2012,10.0
Eero,Kauko,0,Ilves U16,12,0,1,1,0.08,12,0,2011-2012,3.0
Jani,Kaitala,1,HPK U16,15,0,1,1,0.07,2,0,2011-2012,9.0
Niklas,Lindeman,1,JYP U16,26,0,1,1,0.04,12,0,2011-2012,7.0
Jeri,Hömppi,0,SaiPa U16,27,0,1,1,0.04,10,0,2011-2012,8.0
Arttu,Pohjolainen,0,SaiPa U16,0,0,0,0,0.00,0,0,2011-2012,8.0
Matias,Rauvola,1,Lukko U16,0,0,0,0,0.00,0,0,2011-2012,6.0
Eemeli,Pennanen,1,Kärpät U16,1,0,0,0,0.00,0,0,2011-2012,2.0
Matias,Hakanpää,0,Tappara U16,1,0,0,0,0.00,0,0,2011-2012,5.0
Niko,Jusi,0,Lukko U16,1,0,0,0,0.00,0,0,2011-2012,6.0
Waltteri,Huurinainen,1,Lukko U16,1,0,0,0,0.00,0,0,2011-2012,6.0
Saku,Aavajoki,1,Ilves U16,1,0,0,0,0.00,0,0,2011-2012,3.0
Lauri,Kokko,1,Jokerit U16,1,0,0,0,0.00,0,0,2011-2012,4.0
Sampsa,Sonkkila,1,Lukko U16,1,0,0,0,0.00,0,0,2011-2012,6.0
Niko,Järvenpää,1,Lukko U16,1,0,0,0,0.00,0,0,2011-2012,6.0
Santeri,Virtanen,0,Ilves U16,1,0,0,0,0.00,0,0,2011-2012,3.0
Santeri,Saarivirta,1,Lukko U16,2,0,0,0,0.00,0,0,2011-2012,6.0
Ilari,Holopainen,0,HPK U16,2,0,0,0,0.00,0,0,2011-2012,9.0
Aleksi,Paananen,0,KooKoo U16,2,0,0,0,0.00,0,0,2011-2012,10.0
Patrik,Kukkonen,0,Lukko U16,2,0,0,0,0.00,0,0,2011-2012,6.0
Elias,Kuronen,1,Ilves U16,2,0,0,0,0.00,2,0,2011-2012,3.0
Panu,Erama,1,Lukko U16,3,0,0,0,0.00,0,0,2011-2012,6.0
Joel,Junttila,1,Kärpät U16,3,0,0,0,0.00,2,0,2011-2012,2.0
Eero,Soltin,1,Ilves U16,4,0,0,0,0.00,0,0,2011-2012,3.0
Jimi,Toivonen,0,Jokerit U16,4,0,0,0,0.00,2,0,2011-2012,4.0
Leo,Paananen,0,Tappara U16,4,0,0,0,0.00,2,0,2011-2012,5.0
Juho,Väisänen,0,Kärpät U16,5,0,0,0,0.00,0,0,2011-2012,2.0
Leevi,Sermiö,1,Jokerit U16,6,0,0,0,0.00,0,0,2011-2012,4.0
Vikke-Werner,Lampén,0,Blues U16,6,0,0,0,0.00,0,0,2011-2012,1.0
Joni,Saarenpää,0,Kärpät U16,7,0,0,0,0.00,0,0,2011-2012,2.0
Jimi,Sparre,0,SaiPa U16,10,0,0,0,0.00,2,0,2011-2012,8.0
Aku,Kymäläinen,1,JYP U16,10,0,0,0,0.00,4,0,2011-2012,7.0
Sami,Kivistö,0,Lukko U16,13,0,0,0,0.00,0,0,2011-2012,6.0
Mikael,Sointu,1,Ilves U16,13,0,0,0,0.00,12,0,2011-2012,3.0
Jesse,Pekkola,1,HPK U16,15,0,0,0,0.00,2,0,2011-2012,9.0
Valtteri,Käyhkö,1,JYP U16,15,0,0,0,0.00,20,0,2011-2012,7.0
Joona,Salo,0,JYP U16,16,0,0,0,0.00,0,0,2011-2012,7.0
Aku,Karppinen,0,Kärpät U16,18,0,0,0,0.00,6,0,2011-2012,2.0
Ville,Tuomisto,1,Kärpät U16,19,0,0,0,0.00,2,0,2011-2012,2.0
Aleksi,Saarela,1,Lukko U16,28,33,39,72,2.57,26,1,2011-2012,6.0
Anton,Levtchi,1,Tappara U16,26,22,47,69,2.65,44,1,2011-2012,5.0
Eemeli,Suomi,1,Ilves U16,29,22,41,63,2.17,47,1,2011-2012,3.0
Arttu,Ruotsalainen,1,Kärpät U16,30,24,35,59,1.97,18,1,2011-2012,2.0
Sebastian,Aho,1,Kärpät U16,28,26,32,58,2.07,22,1,2011-2012,2.0
Ville,Meskanen,1,Ilves U16,29,33,21,54,1.86,30,1,2011-2012,3.0
Santeri,Ovaska,1,SaiPa U16,30,18,33,51,1.70,4,1,2011-2012,8.0
Julius,Nättinen,1,JYP U16,22,25,25,50,2.27,10,1,2011-2012,7.0
Antti,Kalapudas,1,Kärpät U16,19,24,24,48,2.53,6,1,2011-2012,2.0
Joona,Jääskeläinen,1,SaiPa U16,30,25,21,46,1.53,14,1,2011-2012,8.0
Rasmus,Smedberg,1,Lukko U16,27,18,18,36,1.33,37,1,2011-2012,6.0
Patrik,Virta,1,HPK U16,30,15,20,35,1.17,10,1,2011-2012,9.0
Sebastian,Moberg,0,Blues U16,30,12,22,34,1.13,18,1,2011-2012,1.0
Jesse,Puljujärvi,1,Kärpät U16,23,10,24,34,1.48,4,1,2011-2012,2.0
Miska,Siikonen,1,KooKoo U16,25,13,20,33,1.32,34,1,2011-2012,10.0
Matias,Nisula,1,Blues U16,30,13,20,33,1.10,16,1,2011-2012,1.0
Joonas,Niemelä,1,Blues U16,28,14,17,31,1.11,44,1,2011-2012,1.0
Olli,Iisakka,1,Blues U16,30,17,12,29,0.97,16,1,2011-2012,1.0
Niko,Ahoniemi,1,Tappara U16,19,15,14,29,1.53,40,1,2011-2012,5.0
Sebastian,Sjöholm,1,SaiPa U16,29,10,18,28,0.97,8,1,2011-2012,8.0
Jaakko,Lantta,1,KooKoo U16,28,10,17,27,0.96,34,1,2011-2012,10.0
Atte,Mäkinen,1,Jokerit U16,22,12,13,25,1.14,26,1,2011-2012,4.0
Matias,Mattsson,0,Lukko U16,30,6,18,24,0.80,60,1,2011-2012,6.0
Miro,Mäkinen,1,Jokerit U16,17,9,13,22,1.29,28,1,2011-2012,4.0
Jere-Matias,Alanen,1,Tappara U16,27,9,12,21,0.78,10,1,2011-2012,5.0
Roope,Hintz,1,Ilves U16,12,7,14,21,1.75,6,1,2011-2012,3.0
Arttu,Pelli,0,KooKoo U16,30,1,20,21,0.70,18,1,2011-2012,10.0
Tommi,Harainen,1,HPK U16,27,11,9,20,0.74,4,1,2011-2012,9.0
Frank,Gymer,1,Jokerit U16,16,6,13,19,1.19,18,1,2011-2012,4.0
Julius,Mattila,1,Ilves U16,23,4,14,18,0.78,8,1,2011-2012,3.0
Jarkko,Parikka,0,SaiPa U16,30,5,12,17,0.57,6,1,2011-2012,8.0
Matias,Haaranen,0,HPK U16,19,2,15,17,0.90,10,1,2011-2012,9.0
Veeti,Vainio,0,Blues U16,25,5,11,16,0.64,14,1,2011-2012,1.0
Sami,Tamminen,1,KooKoo U16,27,4,12,16,0.59,4,1,2011-2012,10.0
Erik,Ahopelto,1,Ilves U16,29,3,10,13,0.45,4,1,2011-2012,3.0
Miro,Ruokonen,1,HPK U16,10,3,9,12,1.20,2,1,2011-2012,9.0
Jesper,Mattila,0,Ilves U16,28,1,11,12,0.43,22,1,2011-2012,3.0
Alex,Levänen,1,Blues U16,11,6,5,11,1.00,10,1,2011-2012,1.0
Tino,Metsävainio,1,Kärpät U16,23,6,5,11,0.48,2,1,2011-2012,2.0
Harri,Kainulainen,1,HPK U16,24,4,7,11,0.46,12,1,2011-2012,9.0
Niki,Koskinen,1,KooKoo U16,13,3,8,11,0.85,14,1,2011-2012,10.0
Henry,Maarnela,0,SaiPa U16,21,3,8,11,0.52,12,1,2011-2012,8.0
Ville,Järvinen,0,Ilves U16,27,3,8,11,0.41,16,1,2011-2012,3.0
Miro,Keskitalo,0,Jokerit U16,28,2,8,10,0.36,32,1,2011-2012,4.0
Jere,Rouhiainen,0,Tappara U16,15,6,3,9,0.60,2,1,2011-2012,5.0
Eetu,Tuulola,1,HPK U16,11,3,6,9,0.82,4,1,2011-2012,9.0
Sami,Niku,0,JYP U16,14,1,8,9,0.64,4,1,2011-2012,7.0
Aapeli,Räsänen,1,Tappara U16,12,5,3,8,0.67,4,1,2011-2012,5.0
Antton,Mönkäre,1,Blues U16,7,3,5,8,1.14,6,1,2011-2012,1.0
Waltteri,Hopponen,1,Blues U16,6,4,3,7,1.17,2,1,2011-2012,1.0
Joel,Kiviranta,1,Jokerit U16,2,2,2,4,2.00,0,1,2011-2012,4.0
Markus,Niemeläinen,0,HPK U16,8,0,4,4,0.50,4,1,2011-2012,9.0
Otto,Mäkinen,1,Tappara U16,5,3,0,3,0.60,0,1,2011-2012,5.0
Valtteri,Lipiäinen,1,SaiPa U16,13,3,0,3,0.23,8,1,2011-2012,8.0
Jimi,Jalonen,0,HPK U16,4,1,2,3,0.75,4,1,2011-2012,9.0
Markus,Haapanen,0,HPK U16,7,1,2,3,0.43,2,1,2011-2012,9.0
Jouka,Juhola,1,Lukko U16,23,1,2,3,0.13,0,1,2011-2012,6.0
Kasper,Björkqvist,1,Blues U16,12,1,1,2,0.17,4,1,2011-2012,1.0
Joona,Luoto,1,Tappara U16,3,1,0,1,0.33,0,1,2011-2012,5.0
Jani,Nurkkala,1,Kärpät U16,3,1,0,1,0.33,0,1,2011-2012,2.0
Henry,Mäntylä,0,Tappara U16,5,1,0,1,0.20,0,1,2011-2012,5.0
Olli,Korhonen,1,KooKoo U16,1,0,1,1,1.00,0,1,2011-2012,10.0
Joni,Tuulola,0,HPK U16,5,0,1,1,0.20,29,1,2011-2012,9.0
Niko,Mikkola,0,Kärpät U16,24,0,1,1,0.04,10,1,2011-2012,2.0
Leo,Sormunen,1,Jokerit U16,1,0,0,0,0.00,0,1,2011-2012,4.0
Niilo-Kustaa,Määttä,1,HPK U16,1,0,0,0,0.00,0,1,2011-2012,9.0
Niko,Happo,1,Blues U16,31,16,32,48,1.55,52,0,2012-2013,5.0
Juho,Kangas,1,HIFK U16,30,12,36,48,1.60,12,0,2012-2013,3.0
Niko,Lönnroos,1,HIFK U16,27,15,28,43,1.59,33,0,2012-2013,3.0
Tuomas,Kinnunen,1,KalPa U16,32,9,33,42,1.31,10,0,2012-2013,6.0
Juuso,Föhr,1,KalPa U16,32,22,18,40,1.25,10,0,2012-2013,6.0
Mikael,Nurro,1,Kärpät U16,30,20,18,38,1.27,12,0,2012-2013,7.0
Jarkko,Aalto,1,Jokerit U16,29,15,22,37,1.28,88,0,2012-2013,1.0
Joona,Puhakka,1,Blues U16,27,12,23,35,1.30,32,0,2012-2013,5.0
Henri,Pennanen,1,JYP U16,32,11,21,32,1.00,36,0,2012-2013,4.0
Jesse,Niemi,1,HIFK U16,29,23,8,31,1.07,48,0,2012-2013,3.0
Oula,Kuure,1,Jokerit U16,27,20,10,30,1.11,10,0,2012-2013,1.0
Jaakko,Heikkinen,1,Jokerit U16,25,11,19,30,1.20,29,0,2012-2013,1.0
Anton,Iiskola,1,Blues U16,27,9,21,30,1.11,28,0,2012-2013,5.0
Markus,Lahtinen,1,Blues U16,21,15,14,29,1.38,4,0,2012-2013,5.0
Joni,Kangas,1,HPK U16,24,9,19,28,1.17,0,0,2012-2013,10.0
Toni,Survonen,1,Ilves U16,29,11,16,27,0.93,4,0,2012-2013,2.0
Waltteri,Rannisto,1,HIFK U16,26,18,8,26,1.00,69,0,2012-2013,3.0
Joona,Vainio,0,HPK U16,31,13,13,26,0.84,40,0,2012-2013,10.0
Panu,Linna,1,JYP U16,28,9,17,26,0.93,43,0,2012-2013,4.0
Aleksi,Kettunen,1,Kärpät U16,30,9,17,26,0.87,26,0,2012-2013,7.0
Olli,Rönkkö,1,Kärpät U16,28,9,15,24,0.86,0,0,2012-2013,7.0
Erno,Hänninen,1,Blues U16,32,5,19,24,0.75,8,0,2012-2013,5.0
Niko,Mikkola,0,Kärpät U16,32,5,19,24,0.75,8,0,2012-2013,7.0
Juha,Ukkola,1,Kärpät U16,30,13,10,23,0.77,28,0,2012-2013,7.0
Veeti,Varis,1,KalPa U16,31,10,13,23,0.74,2,0,2012-2013,6.0
Aleksi,Ruusu,1,Tappara U16,21,8,15,23,1.10,22,0,2012-2013,9.0
Juho,Takkula,1,Kärpät U16,23,9,13,22,0.96,61,0,2012-2013,7.0
Aleksi,Nousiainen,1,Kärpät U16,24,9,13,22,0.92,10,0,2012-2013,7.0
Olli,Pesonen,1,Kärpät U16,32,9,13,22,0.69,16,0,2012-2013,7.0
Aslak,Pulju,1,Blues U16,20,11,10,21,1.05,6,0,2012-2013,5.0
Paavo,Kilponen,1,Ilves U16,30,10,11,21,0.70,2,0,2012-2013,2.0
Konsta,Kosunen,1,Blues U16,30,10,11,21,0.70,22,0,2012-2013,5.0
Arttu,Rautiala,1,KalPa U16,28,8,13,21,0.75,6,0,2012-2013,6.0
Verneri,Jalonen,0,Blues U16,31,7,14,21,0.68,8,0,2012-2013,5.0
Miika,Nenonen,0,JYP U16,32,7,14,21,0.66,30,0,2012-2013,4.0
Jerry,Kotilahti,1,Ilves U16,29,6,15,21,0.72,8,0,2012-2013,2.0
Alvari,Rautiainen,1,Jokerit U16,29,12,8,20,0.69,6,0,2012-2013,1.0
Matias,Hakanpää,0,Tappara U16,15,6,14,20,1.33,18,0,2012-2013,9.0
Maximilian,Gläßl,0,Blues U16,30,6,14,20,0.67,14,0,2012-2013,5.0
Sami,Lievonen,1,HIFK U16,32,6,14,20,0.63,24,0,2012-2013,3.0
Eemeli,Kyrölä,1,Blues U16,28,12,7,19,0.68,10,0,2012-2013,5.0
Antti,Torikka,1,Ilves U16,24,11,8,19,0.79,4,0,2012-2013,2.0
Joni,Tuominen,1,Ilves U16,25,9,10,19,0.76,4,0,2012-2013,2.0
Janne,Toivanen,0,KalPa U16,30,9,10,19,0.63,16,0,2012-2013,6.0
Oskari,Koivunen,1,HIFK U16,32,9,10,19,0.59,14,0,2012-2013,3.0
Teemu,Laurila,0,Kärpät U16,30,6,13,19,0.63,12,0,2012-2013,7.0
Otto,Saarimaa,0,HIFK U16,28,11,7,18,0.64,18,0,2012-2013,3.0
Lauri,Kokko,1,Jokerit U16,21,9,8,17,0.81,27,0,2012-2013,1.0
Tino,Sirén,1,TPS U16,12,8,9,17,1.42,18,0,2012-2013,8.0
Henri,Vierimaa,1,KalPa U16,31,5,12,17,0.55,6,0,2012-2013,6.0
Juuso,Valkama,1,HIFK U16,29,9,7,16,0.55,8,0,2012-2013,3.0
Elias,Kuronen,1,Ilves U16,30,9,7,16,0.53,64,0,2012-2013,2.0
Vili,Vesalainen,1,JYP U16,28,4,12,16,0.57,30,0,2012-2013,4.0
Ville,Heikkinen,1,Kärpät U16,32,9,6,15,0.47,20,0,2012-2013,7.0
Matias,Rahikainen,0,Blues U16,29,3,12,15,0.52,30,0,2012-2013,5.0
Toni,Ahonen,1,JYP U16,30,12,2,14,0.47,46,0,2012-2013,4.0
Elias,Elomaa,1,Ilves U16,26,8,6,14,0.54,32,0,2012-2013,2.0
Arttu,Viitanen,1,KalPa U16,18,4,10,14,0.78,12,0,2012-2013,6.0
Joonas,Launonen,0,Kärpät U16,25,9,4,13,0.52,2,0,2012-2013,7.0
Atro,Sipilä,1,Tappara U16,21,7,6,13,0.62,24,0,2012-2013,9.0
Väinö,Leppäniemi,1,Blues U16,25,5,8,13,0.52,16,0,2012-2013,5.0
Miika,Laaksonen,1,HIFK U16,29,5,8,13,0.45,4,0,2012-2013,3.0
Tuomas,Halonen,0,Blues U16,27,4,9,13,0.48,12,0,2012-2013,5.0
Miska,Padatsu,0,Kärpät U16,26,3,10,13,0.50,32,0,2012-2013,7.0
